participant,first_object,second_object,age,target,trial,condition,first_side,second_side,doors
89,books,rulers,51,1,trial_3,incongruent,right,left,open
89,books,rulers,51,0.4,trial_4,incongruent,right,left,open
89,books,rulers,51,right,exclusion_1,incongruent,right,left,open
89,books,rulers,51,left,exclusion_2,incongruent,right,left,open
90,books,rulers,29,1,trial_1,incongruent,right,right,open
90,books,rulers,29,0.89,trial_2,incongruent,right,right,open
90,books,rulers,29,1,trial_3,incongruent,right,right,open
90,books,rulers,29,0.25,trial_4,incongruent,right,right,open
90,books,rulers,29,right,exclusion_1,incongruent,right,right,open
90,books,rulers,29,equal,exclusion_2,incongruent,right,right,open
91,chair,books,34,0,trial_1,incongruent,right,left,open
91,chair,books,34,0.67,trial_2,incongruent,right,left,open
91,chair,books,34,0,trial_3,incongruent,right,left,open
91,chair,books,34,0.65,trial_4,incongruent,right,left,open
91,chair,books,34,right,exclusion_1,incongruent,right,left,open
91,chair,books,34,equal,exclusion_2,incongruent,right,left,open
92,chair,books,39,1,trial_1,incongruent,right,right,open
92,chair,books,39,0.98,trial_2,incongruent,right,right,open
92,chair,books,39,1,trial_3,incongruent,right,right,open
92,chair,books,39,0.99,trial_4,incongruent,right,right,open
92,chair,books,39,right,exclusion_1,incongruent,right,right,open
92,chair,books,39,equal,exclusion_2,incongruent,right,right,open
93,chair,books,38,0,trial_1,incongruent,right,right,open
93,chair,books,38,0.92,trial_2,incongruent,right,right,open
93,chair,books,38,0,trial_3,incongruent,right,right,open
93,chair,books,38,0.69,trial_4,incongruent,right,right,open
93,chair,books,38,right,exclusion_1,incongruent,right,right,open
93,chair,books,38,equal,exclusion_2,incongruent,right,right,open
94,chair,books,29,1,trial_1,incongruent,right,left,open
94,chair,books,29,0.84,trial_2,incongruent,right,left,open
94,chair,books,29,1,trial_3,incongruent,right,left,open
94,chair,books,29,0.14,trial_4,incongruent,right,left,open
94,chair,books,29,right,exclusion_1,incongruent,right,left,open
94,chair,books,29,equal,exclusion_2,incongruent,right,left,open
95,chair,cinderblocks,29,1,trial_1,incongruent,left,left,open
95,chair,cinderblocks,29,0.78,trial_2,incongruent,left,left,open
95,chair,cinderblocks,29,0,trial_3,incongruent,left,left,open
95,chair,cinderblocks,29,0.37,trial_4,incongruent,left,left,open
95,chair,cinderblocks,29,left,exclusion_1,incongruent,left,left,open
95,chair,cinderblocks,29,equal,exclusion_2,incongruent,left,left,open
96,chair,cinderblocks,33,1,trial_1,incongruent,right,right,open
96,chair,cinderblocks,33,1,trial_2,incongruent,right,right,open
96,chair,cinderblocks,33,1,trial_3,incongruent,right,right,open
96,chair,cinderblocks,33,0.5,trial_4,incongruent,right,right,open
96,chair,cinderblocks,33,right,exclusion_1,incongruent,right,right,open
96,chair,cinderblocks,33,left,exclusion_2,incongruent,right,right,open
97,chair,cinderblocks,25,1,trial_1,incongruent,right,left,open
97,chair,cinderblocks,25,0.82,trial_2,incongruent,right,left,open
97,chair,cinderblocks,25,1,trial_3,incongruent,right,left,open
97,chair,cinderblocks,25,1,trial_4,incongruent,right,left,open
97,chair,cinderblocks,25,right,exclusion_1,incongruent,right,left,open
97,chair,cinderblocks,25,equal,exclusion_2,incongruent,right,left,open
99,chair,rulers,27,1,trial_1,incongruent,left,right,open
99,chair,rulers,27,0.54,trial_2,incongruent,left,right,open
99,chair,rulers,27,0,trial_3,incongruent,left,right,open
99,chair,rulers,27,0.65,trial_4,incongruent,left,right,open
99,chair,rulers,27,left,exclusion_1,incongruent,left,right,open
99,chair,rulers,27,equal,exclusion_2,incongruent,left,right,open
100,chair,rulers,35,0,trial_1,incongruent,right,left,open
100,chair,rulers,35,0.69,trial_2,incongruent,right,left,open
100,chair,rulers,35,1,trial_3,incongruent,right,left,open
100,chair,rulers,35,0.68,trial_4,incongruent,right,left,open
100,chair,rulers,35,right,exclusion_1,incongruent,right,left,open
100,chair,rulers,35,equal,exclusion_2,incongruent,right,left,open
101,cinderblocks,books,38,1,trial_1,incongruent,left,left,open
101,cinderblocks,books,38,0.99,trial_2,incongruent,left,left,open
101,cinderblocks,books,38,0,trial_3,incongruent,left,left,open
101,cinderblocks,books,38,0.5,trial_4,incongruent,left,left,open
101,cinderblocks,books,38,left,exclusion_1,incongruent,left,left,open
101,cinderblocks,books,38,equal,exclusion_2,incongruent,left,left,open
102,cinderblocks,books,40,1,trial_1,incongruent,right,left,open
102,cinderblocks,books,40,0.98,trial_2,incongruent,right,left,open
102,cinderblocks,books,40,1,trial_3,incongruent,right,left,open
102,cinderblocks,books,40,0.34,trial_4,incongruent,right,left,open
102,cinderblocks,books,40,right,exclusion_1,incongruent,right,left,open
102,cinderblocks,books,40,equal,exclusion_2,incongruent,right,left,open
103,cinderblocks,books,44,1,trial_1,incongruent,left,right,open
103,cinderblocks,books,44,0.81,trial_2,incongruent,left,right,open
103,cinderblocks,books,44,0,trial_3,incongruent,left,right,open
103,cinderblocks,books,44,0.49,trial_4,incongruent,left,right,open
103,cinderblocks,books,44,left,exclusion_1,incongruent,left,right,open
103,cinderblocks,books,44,equal,exclusion_2,incongruent,left,right,open
104,cinderblocks,chair,54,1,trial_1,incongruent,left,right,open
104,cinderblocks,chair,54,1,trial_2,incongruent,left,right,open
104,cinderblocks,chair,54,0,trial_3,incongruent,left,right,open
104,cinderblocks,chair,54,0.48,trial_4,incongruent,left,right,open
104,cinderblocks,chair,54,left,exclusion_1,incongruent,left,right,open
104,cinderblocks,chair,54,right,exclusion_2,incongruent,left,right,open
105,cinderblocks,chair,29,1,trial_1,incongruent,left,right,open
105,cinderblocks,chair,29,0.62,trial_2,incongruent,left,right,open
105,cinderblocks,chair,29,0,trial_3,incongruent,left,right,open
105,cinderblocks,chair,29,0.18,trial_4,incongruent,left,right,open
105,cinderblocks,chair,29,left,exclusion_1,incongruent,left,right,open
105,cinderblocks,chair,29,equal,exclusion_2,incongruent,left,right,open
106,cinderblocks,chair,51,1,trial_1,incongruent,right,left,open
106,cinderblocks,chair,51,0.97,trial_2,incongruent,right,left,open
106,cinderblocks,chair,51,0,trial_3,incongruent,right,left,open
106,cinderblocks,chair,51,0.19,trial_4,incongruent,right,left,open
106,cinderblocks,chair,51,right,exclusion_1,incongruent,right,left,open
106,cinderblocks,chair,51,equal,exclusion_2,incongruent,right,left,open
107,cinderblocks,rulers,36,1,trial_1,incongruent,right,left,open
107,cinderblocks,rulers,36,0.95,trial_2,incongruent,right,left,open
107,cinderblocks,rulers,36,1,trial_3,incongruent,right,left,open
107,cinderblocks,rulers,36,0.92,trial_4,incongruent,right,left,open
107,cinderblocks,rulers,36,right,exclusion_1,incongruent,right,left,open
107,cinderblocks,rulers,36,left,exclusion_2,incongruent,right,left,open
109,cinderblocks,rulers,40,1,trial_1,incongruent,right,left,open
109,cinderblocks,rulers,40,0.95,trial_2,incongruent,right,left,open
109,cinderblocks,rulers,40,1,trial_3,incongruent,right,left,open
109,cinderblocks,rulers,40,0.84,trial_4,incongruent,right,left,open
109,cinderblocks,rulers,40,right,exclusion_1,incongruent,right,left,open
109,cinderblocks,rulers,40,left,exclusion_2,incongruent,right,left,open
110,cinderblocks,rulers,37,1,trial_1,incongruent,left,right,open
110,cinderblocks,rulers,37,1,trial_2,incongruent,left,right,open
110,cinderblocks,rulers,37,1,trial_3,incongruent,left,right,open
110,cinderblocks,rulers,37,0.65,trial_4,incongruent,left,right,open
110,cinderblocks,rulers,37,left,exclusion_1,incongruent,left,right,open
110,cinderblocks,rulers,37,equal,exclusion_2,incongruent,left,right,open
113,rulers,books,32,1,trial_1,incongruent,left,left,open
113,rulers,books,32,1,trial_2,incongruent,left,left,open
113,rulers,books,32,0,trial_3,incongruent,left,left,open
113,rulers,books,32,0.96,trial_4,incongruent,left,left,open
113,rulers,books,32,left,exclusion_1,incongruent,left,left,open
113,rulers,books,32,equal,exclusion_2,incongruent,left,left,open
115,rulers,chair,42,1,trial_1,incongruent,right,right,open
115,rulers,chair,42,0.69,trial_2,incongruent,right,right,open
115,rulers,chair,42,1,trial_3,incongruent,right,right,open
115,rulers,chair,42,0.74,trial_4,incongruent,right,right,open
115,rulers,chair,42,right,exclusion_1,incongruent,right,right,open
115,rulers,chair,42,equal,exclusion_2,incongruent,right,right,open
116,rulers,chair,20,1,trial_1,incongruent,right,right,open
116,rulers,chair,20,0.18,trial_2,incongruent,right,right,open
116,rulers,chair,20,1,trial_3,incongruent,right,right,open
116,rulers,chair,20,0.21,trial_4,incongruent,right,right,open
116,rulers,chair,20,right,exclusion_1,incongruent,right,right,open
116,rulers,chair,20,right,exclusion_2,incongruent,right,right,open
117,rulers,chair,30,1,trial_1,incongruent,left,left,open
117,rulers,chair,30,0.66,trial_2,incongruent,left,left,open
117,rulers,chair,30,0,trial_3,incongruent,left,left,open
117,rulers,chair,30,0.2,trial_4,incongruent,left,left,open
117,rulers,chair,30,left,exclusion_1,incongruent,left,left,open
117,rulers,chair,30,equal,exclusion_2,incongruent,left,left,open
118,rulers,cinderblocks,40,1,trial_1,incongruent,left,left,open
118,rulers,cinderblocks,40,0.85,trial_2,incongruent,left,left,open
118,rulers,cinderblocks,40,1,trial_3,incongruent,left,left,open
118,rulers,cinderblocks,40,0.77,trial_4,incongruent,left,left,open
118,rulers,cinderblocks,40,left,exclusion_1,incongruent,left,left,open
118,rulers,cinderblocks,40,equal,exclusion_2,incongruent,left,left,open
119,rulers,cinderblocks,NA,0,trial_1,incongruent,left,left,open
119,rulers,cinderblocks,NA,0.99,trial_2,incongruent,left,left,open
119,rulers,cinderblocks,NA,0,trial_3,incongruent,left,left,open
119,rulers,cinderblocks,NA,1,trial_4,incongruent,left,left,open
119,rulers,cinderblocks,NA,left,exclusion_1,incongruent,left,left,open
119,rulers,cinderblocks,NA,left,exclusion_2,incongruent,left,left,open
120,rulers,cinderblocks,34,1,trial_1,incongruent,right,left,open
120,rulers,cinderblocks,34,0.56,trial_2,incongruent,right,left,open
120,rulers,cinderblocks,34,1,trial_3,incongruent,right,left,open
120,rulers,cinderblocks,34,0.5,trial_4,incongruent,right,left,open
120,rulers,cinderblocks,34,right,exclusion_1,incongruent,right,left,open
120,rulers,cinderblocks,34,equal,exclusion_2,incongruent,right,left,open
